A.!--10.573.859-0;Felipe Juan Rodríguez López;MASCULINO;1987-/-9-/-7;xxx;D;9260500;8.02
A.!--5.676.373-5;Vicente Javier Campos Castro;MASCULINO;1989-/-4-/-16;xxx;E;5641208;3.04
A.!--7.473.289-0;Pedro Ramón Muñoz Muñoz;MASCULINO;1969-/-3-/-26;xxx;A;9929042;4.27
A.!--5.363.055-8;Pedro Ramón Vergara Quiroga;MASCULINO;1994-/-3-/-2;xxx;C;7647211;2.82
A.!--15.788.861-0;Rodrigo Ramón Robles Rodríguez;MASCULINO;1962-/-3-/-1;xxx;D;7863625;5.35
A.!--18.437.906-1;Andrea Isabel Díaz Vergara;FEMENINO;1977-/-12-/-10;xxx;D;5491056;2.46
A.!--21.189.149-7;Blanca Victoria Saavedra Valenzuela;FEMENINO;1975-/-3-/-30;xxx;C;5797144;9.81
A.!--6.233.436-3;Alejandro Felipe Valenzuela Saavedra;MASCULINO;1978-/-11-/-11;xxx;B;6441800;3.26
A.!--6.975.488-6;Pamela Daniela Ruiz Rodríguez;FEMENINO;1972-/-5-/-19;xxx;A;3818095;6.73
A.!--15.518.642-2;Pablo Felipe Vergara Rodríguez;MASCULINO;1973-/-9-/-29;xxx;B;795165;0.92
A.!--18.461.908-2;Cecilia Victoria Vergara Rojas;FEMENINO;1964-/-9-/-9;xxx;B;741578;3.13
A.!--9.900.500-8;Cecilia Cecilia González Campos;FEMENINO;1976-/-5-/-0;xxx;B;6520195;8.08
A.!--16.709.121-1;;FEMENINO;1999-/-6-/-2;xxx;C;8409836;7.5
A.!--19.641.497-1;Andrés Bernardo González Díaz;MASCULINO;1987-/-11-/-1;xxx;E;1031771;0.79
A.!--7.965.608-7;Cecilia Blanca Rodríguez Saavedra;FEMENINO;1988-/-6-/-12;xxx;E;4143387;7.48
A.!--17.684.794-4;Andrés Felipe Ruiz González;MASCULINO;1998-/-1-/-16;xxx;E;3606821;4.95
A.!--19.579.993-4;Ignacio Bernardo Marín López;MASCULINO;1986-/-8-/-18;xxx;B;2462355;6.0
A.!--11.805.615-4;Constanza Daniela Valenzuela Saavedra;FEMENINO;1980-/-7-/-12;xxx;C;9491614;0.62
A.!--4.080.920-5;Victoria Victoria Rodríguez Quiroga;FEMENINO;1992-/-4-/-26;xxx;C;9782774;8.94
A.!--4.244.690-2;Bernardo Vicente Díaz Robles;MASCULINO;1963-/-5-/-3;xxx;B;9830819;8.92
A.!--20.322.426-5;Ignacia Cecilia Muñoz Marín;FEMENINO;1967-/-7-/-6;xxx;E;7619148;4.63
A.!--14.410.887-1;Alejandro Vicente Rodríguez Rodríguez;MASCULINO;1978-/-1-/-29;xxx;E;3508994;7.16
A.!--14.604.638-0;Javier Francisco Saavedra Rojas;MASCULINO;1965-/-1-/-19;xxx;A;5726764;8.63
A.!--18.536.851-8;Ignacia Isidora Valenzuela Valenzuela;FEMENINO;1988-/-12-/-8;xxx;D;3802375;0.34
A.!--8.351.363-2;Ramón Bernardo Castro López;MASCULINO;1981-/-7-/-4;xxx;B;1899631;5.14
A.!--11.712.784-1;Gabriel Ramón Ruiz Ruiz;MASCULINO;1968-/-12-/-28;xxx;B;8727100;5.25
A.!--19.573.509-0;Alejandro Bernardo Díaz Marín;MASCULINO;1982-/-4-/-25;xxx;C;5438070;5.84
A.!--18.380.504-9;Blanca Ignacia Saavedra Valenzuela;FEMENINO;1992-/-3-/-21;xxx;C;7740693;9.88
A.!--15.906.944-4;;FEMENINO;1967-/-12-/-28;xxx;A;5616070;6.31
A.!--14.291.619-8;Alejandro Juan Campos Valenzuela;MASCULINO;2000-/-7-/-8;xxx;C;5353889;1.1
A.!--19.354.166-8;Pamela Isidora Valenzuela Ruiz;FEMENINO;1983-/-8-/-22;xxx;B;304135;1.86
A.!--19.437.083-1;Juan Ramón Rojas Campos;MASCULINO;1990-/-8-/-9;xxx;D;539518;3.28
A.!--17.040.334-9;Francisco Felipe Saavedra Vergara;MASCULINO;1988-/-4-/-7;xxx;B;799712;0.18
A.!--19.555.488-5;Victoria Javiera Díaz Marín;FEMENINO;1964-/-1-/-20;xxx;C;7750604;5.84
A.!--15.166.702-1;Blanca Valeria Campos Saavedra;FEMENINO;1969-/-8-/-27;xxx;A;8549861;1.49
A.!--14.03.650-6;Gabriel Bernardo Díaz Díaz;MASCULINO;1964-/-8-/-1;xxx;A;2985326;1.54
A.!--8.521.684-9;Pablo Pedro González Castro;MASCULINO;1994-/-8-/-25;xxx;D;9216993;2.38
A.!--19.964.142-7;Andrea Victoria López Saavedra;FEMENINO;1969-/-9-/-19;xxx;B;2738403;9.05
A.!--8.03.676-7;Blanca Victoria Valenzuela Vergara;FEMENINO;1983-/-12-/-26;xxx;C;8916285;0.55
A.!--17.507.952-1;Javiera Paula Marín Quiroga;FEMENINO;1967-/-4-/-20;xxx;B;5967743;4.77
A.!--6.434.971-7;Felipe Rodrigo Muñoz Marín;MASCULINO;1997-/-8-/-8;xxx;A;9021801;4.82
A.!--19.560.846-0;Isidora Isabel Valenzuela Quiroga;FEMENINO;1974-/-3-/-26;xxx;E;2031115;7.24
A.!--16.881.939-6;Isabel Blanca Castro Díaz;FEMENINO;1985-/-7-/-8;xxx;A;8082988;4.31
A.!--16.733.941-6;;MASCULINO;1960-/-5-/-17;xxx;C;6194494;2.26
A.!--10.374.947-0;Gabriel Ignacio Campos Muñoz;MASCULINO;1963-/-1-/-13;xxx;E;2977133;0.55
A.!--10.933.973-0;Andrea Blanca Campos Muñoz;FEMENINO;1976-/-1-/-8;xxx;D;1748607;0.28
A.!--17.825.294-6;Cecilia Isidora Rodríguez Ruiz;FEMENINO;1967-/-12-/-9;xxx;A;2367523;9.01
A.!--15.099.373-5;Pamela María Quiroga Castro;FEMENINO;1984-/-11-/-11;xxx;A;2043655;7.62
A.!--20.982.911-0;Alejandro Felipe Marín Ruiz;MASCULINO;1974-/-7-/-27;xxx;D;4979191;9.74
A.!--13.467.797-1;Javier Bernardo Saavedra Campos;MASCULINO;1961-/-11-/-10;xxx;D;4157410;8.54
A.!--15.755.031-4;Ramón Gabriel Castro Díaz;MASCULINO;1960-/-9-/-26;xxx;D;1046175;6.5
A.!--8.331.500-6;Ramón Rodrigo Saavedra Vergara;MASCULINO;1989-/-9-/-27;xxx;B;2900272;4.25
A.!--14.288.281-1;Victoria Constanza Campos Campos;FEMENINO;1964-/-1-/-26;xxx;B;4605383;3.65
A.!--19.018.859-8;Pamela Andrea Campos Rojas;FEMENINO;1971-/-1-/-3;xxx;A;1648375;3.86
A.!--18.928.233-8;Andrés Gabriel Rodríguez Ruiz;MASCULINO;1999-/-7-/-15;xxx;A;8624080;9.95
A.!--5.899.173-4;Vicente Pedro Díaz Castro;MASCULINO;1971-/-6-/-18;xxx;E;5193762;9.33
A.!--17.551.175-0;Bernardo Ignacio Saavedra Valenzuela;MASCULINO;1977-/-8-/-16;xxx;C;9017196;7.7
A.!--8.697.914-8;Javier Ignacio Quiroga Muñoz;MASCULINO;1999-/-3-/-27;xxx;E;5250882;1.91
A.!--21.940.936-8;Constanza Victoria Marín Valenzuela;FEMENINO;1988-/-10-/-15;xxx;D;5264382;1.39
A.!--8.875.055-3;Andrés Felipe López Saavedra;MASCULINO;1999-/-10-/-17;xxx;A;1722960;7.93
A.!--20.989.276-3;Gabriel Gabriel Valenzuela Rojas;MASCULINO;1972-/-5-/-1;xxx;C;1431961;4.85
A.!--21.441.948-8;Javiera Blanca Valenzuela Marín;FEMENINO;1996-/-12-/-1;xxx;B;4322436;9.0
A.!--11.996.688-0;Isidora Javiera Díaz Campos;FEMENINO;1974-/-11-/-9;xxx;C;3356492;0.04
A.!--19.584.097-1;Felipe Bernardo Quiroga Saavedra;MASCULINO;1978-/-3-/-12;xxx;A;3602709;9.41
A.!--20.897.246-9;María Ignacia Robles Saavedra;FEMENINO;1972-/-2-/-28;xxx;B;7522675;0.86
A.!--15.327.943-5;;FEMENINO;1970-/-4-/-22;xxx;D;5322740;6.13
A.!--16.820.488-6;Victoria Valeria Quiroga Rojas;FEMENINO;1987-/-2-/-28;xxx;A;1206590;2.24
A.!--12.033.719-4;Javiera Isabel González Vergara;FEMENINO;1968-/-5-/-22;xxx;B;6044501;9.79
A.!--11.010.643-2;Bernardo Javier Muñoz Marín;MASCULINO;1972-/-5-/-19;xxx;D;4725117;6.92
A.!--7.495.726-6;Pablo Ramón Saavedra Quiroga;MASCULINO;1988-/-10-/-5;xxx;C;1818557;0.56
A.!--21.402.219-9;Gabriel Bernardo Marín Vergara;MASCULINO;1970-/-8-/-17;xxx;D;4937906;9.3
A.!--8.213.749-5;Felipe Pablo Quiroga Díaz;MASCULINO;1972-/-10-/-4;xxx;C;7593247;1.62
A.!--4.101.147-2;Paula Isabel Campos Castro;FEMENINO;1981-/-9-/-10;xxx;D;9813851;1.25
A.!--21.587.359-7;María Isidora Castro Quiroga;FEMENINO;1987-/-5-/-11;xxx;C;1238290;7.07
A.!--12.400.447-1;Andrés Javier Ruiz Campos;MASCULINO;1978-/-3-/-23;xxx;D;6119106;5.62
A.!--9.098.191-7;Ignacio Javier Quiroga Rodríguez;MASCULINO;1976-/-6-/-10;xxx;C;5437297;0.04
A.!--12.753.759-3;Ignacia Isabel Quiroga Díaz;FEMENINO;1998-/-10-/-25;xxx;E;8744856;4.77
A.!--14.096.230-4;Bernardo Pedro Rodríguez Saavedra;MASCULINO;1970-/-5-/-13;xxx;A;4201495;3.98
A.!--14.056.279-4;;FEMENINO;1983-/-3-/-9;xxx;C;9809075;4.16
A.!--17.095.123-9;Francisco Juan Díaz Castro;MASCULINO;1987-/-11-/-10;xxx;D;6396945;3.79
A.!--6.03.336-0;Pablo Ramón Saavedra Quiroga;MASCULINO;1986-/-11-/-12;xxx;C;4428542;3.06
A.!--14.959.095-0;Andrés Pedro Valenzuela Marín;MASCULINO;1988-/-7-/-19;xxx;D;6517257;5.75
A.!--15.083.770-9;Javiera Victoria Saavedra López;FEMENINO;1978-/-9-/-0;xxx;B;7156779;1.34
A.!--13.999.357-1;Andrea María Muñoz Valenzuela;FEMENINO;1972-/-4-/-30;xxx;A;980663;8.4
A.!--10.839.884-0;Victoria Cecilia Saavedra Marín;FEMENINO;1991-/-8-/-19;xxx;A;5566410;4.03
A.!--16.733.230-5;Blanca Daniela Marín Campos;FEMENINO;1983-/-10-/-1;xxx;E;2577901;4.59
A.!--9.367.620-1;Javiera Cecilia López Muñoz;FEMENINO;1985-/-5-/-3;xxx;E;8599682;2.79
A.!--17.592.723-5;Vicente Javier Marín Rojas;MASCULINO;1979-/-12-/-1;xxx;C;9087969;6.05
A.!--4.902.135-2;Ignacia Cecilia Vergara Vergara;FEMENINO;1982-/-8-/-23;xxx;E;2505735;1.25
A.!--14.257.324-0;Juan Gabriel Quiroga Quiroga;MASCULINO;1988-/-4-/-28;xxx;D;2611381;6.21
A.!--8.278.235-0;Juan Francisco Muñoz Marín;MASCULINO;1968-/-5-/-25;xxx;A;2717098;5.34
A.!--16.991.358-2;María Isabel Marín Valenzuela;FEMENINO;1973-/-7-/-0;xxx;B;4481964;5.78
A.!--16.305.861-8;Javier Alejandro Rojas Muñoz;MASCULINO;1961-/-6-/-26;xxx;B;4355530;1.64
A.!--15.052.686-0;Francisco Alejandro Robles Saavedra;MASCULINO;1960-/-7-/-0;xxx;A;5508709;4.74
A.!--19.192.860-3;Isabel Andrea Rodríguez Ruiz;FEMENINO;1993-/-1-/-12;xxx;A;582299;3.75
A.!--19.893.035-2;Francisco Javier Saavedra Quiroga;MASCULINO;1990-/-7-/-2;xxx;C;9731780;4.44
A.!--11.904.261-9;Isidora Ignacia Rojas Díaz;FEMENINO;1993-/-1-/-18;xxx;B;5122424;1.05
A.!--14.352.649-7;Paula Isabel Quiroga Castro;FEMENINO;1978-/-7-/-23;xxx;B;5602168;8.93
A.!--4.094.818-6;Alejandro Bernardo López López;MASCULINO;1995-/-11-/-27;xxx;D;1020982;7.05
A.!--19.154.192-7;Felipe Gabriel López Campos;MASCULINO;1971-/-1-/-25;xxx;C;8269903;7.28
A.!--4.010.746-0;Francisco Ignacio Rodríguez López;MASCULINO;1975-/-5-/-5;xxx;E;2250345;3.42
A.!--4.861.841-5;Cecilia Victoria Rodríguez Muñoz;FEMENINO;1988-/-2-/-7;xxx;D;2988398;5.05
A.!--5.507.960-3;Francisco Bernardo López Díaz;MASCULINO;1988-/-12-/-5;xxx;B;4715994;1.31
A.!--17.758.617-9;Gabriel Javier Rodríguez Valenzuela;MASCULINO;1972-/-4-/-10;xxx;B;432509;5.1
A.!--16.720.463-3;Paula Paula Robles Marín;FEMENINO;1992-/-8-/-0;xxx;E;7830645;7.05
A.!--12.202.973-4;Felipe Gabriel Vergara Castro;MASCULINO;1988-/-4-/-18;xxx;C;5178535;7.03
A.!--18.582.360-3;Valeria Valeria Castro Muñoz;FEMENINO;1978-/-12-/-20;xxx;A;5610408;1.39
A.!--12.655.872-1;Felipe Francisco Campos Castro;MASCULINO;1960-/-5-/-14;xxx;C;7290852;3.32
A.!--12.328.488-3;Constanza María López Rodríguez;FEMENINO;1979-/-10-/-30;xxx;A;6502278;3.67
A.!--16.146.656-8;María Javiera Rodríguez Rodríguez;FEMENINO;1986-/-2-/-5;xxx;B;7439624;3.32
A.!--21.802.780-6;Ignacio Juan Robles Valenzuela;MASCULINO;1991-/-2-/-27;xxx;C;6570106;3.08
A.!--11.963.917-4;Alejandro Juan Rodríguez González;MASCULINO;1999-/-5-/-23;xxx;E;5371690;4.7
A.!--14.784.545-2;Cecilia Cecilia Campos Vergara;FEMENINO;1974-/-3-/-7;xxx;E;7010303;1.68
A.!--13.114.608-1;Ignacia Javiera Rodríguez Rodríguez;FEMENINO;1978-/-12-/-8;xxx;D;5481276;7.7
A.!--7.475.096-1;;FEMENINO;1980-/-7-/-14;xxx;C;3986183;4.78
A.!--19.689.089-8;Vicente Bernardo Quiroga Rodríguez;MASCULINO;1970-/-6-/-8;xxx;D;3790501;2.29
A.!--6.035.898-3;Victoria Daniela Vergara Marín;FEMENINO;1971-/-4-/-9;xxx;B;8312370;5.61
A.!--20.622.611-0;;FEMENINO;2000-/-4-/-2;xxx;C;4293059;5.45
A.!--4.163.851-6;Cecilia Cecilia Vergara Ruiz;FEMENINO;1972-/-8-/-30;xxx;C;8566260;9.84
A.!--6.998.893-0;;FEMENINO;1972-/-12-/-20;xxx;D;5033812;3.38
A.!--15.04.514-2;Isidora Valeria Marín Rodríguez;FEMENINO;1982-/-1-/-22;xxx;E;6671239;3.34
A.!--7.302.470-9;Isabel Paula Rodríguez Rodríguez;FEMENINO;1974-/-2-/-21;xxx;E;8715697;2.99
A.!--12.138.379-4;Pamela Andrea González Valenzuela;FEMENINO;1974-/-8-/-8;xxx;D;2337736;0.97
A.!--16.425.726-7;Andrés Francisco Campos Quiroga;MASCULINO;1986-/-10-/-28;xxx;C;7141864;9.99
A.!--14.189.855-6;Felipe Francisco Quiroga Ruiz;MASCULINO;1973-/-8-/-2;xxx;B;612069;9.87
A.!--7.831.507-0;Isidora Isidora Castro Quiroga;FEMENINO;2000-/-11-/-12;xxx;D;6331739;7.66
A.!--16.454.804-8;Pablo Pedro Vergara Ruiz;MASCULINO;1967-/-8-/-24;xxx;B;5458799;6.38
A.!--7.927.429-0;Andrés Ignacio Ruiz Marín;MASCULINO;1967-/-11-/-24;xxx;B;8800562;4.64
A.!--11.958.741-2;Pedro Ramón López González;MASCULINO;2000-/-9-/-5;xxx;A;1439308;0.05
A.!--18.774.032-6;Javier Francisco López Marín;MASCULINO;1992-/-6-/-7;xxx;C;1604127;5.66
A.!--16.290.916-5;Blanca Andrea Saavedra Rodríguez;FEMENINO;1972-/-4-/-12;xxx;A;6181901;2.88
A.!--21.105.370-1;Isabel Javiera Robles Ruiz;FEMENINO;1990-/-1-/-25;xxx;C;1847131;6.78
A.!--19.513.665-5;Vicente Javier Ruiz Rojas;MASCULINO;1975-/-3-/-7;xxx;C;9460559;2.77
A.!--12.633.196-6;Andrea Isabel Marín Marín;FEMENINO;1964-/-7-/-5;xxx;C;2061956;6.53
A.!--8.940.587-7;Constanza Ignacia Campos Rodríguez;FEMENINO;1960-/-2-/-15;xxx;B;4629882;8.36
A.!--5.664.728-1;Bernardo Bernardo Robles Rodríguez;MASCULINO;1976-/-8-/-23;xxx;E;6946162;1.6
A.!--11.710.185-7;Rodrigo Ignacio Marín Rojas;MASCULINO;1988-/-6-/-24;xxx;A;2669318;8.99
A.!--16.543.317-6;Andrea Ignacia Muñoz Rojas;FEMENINO;1984-/-5-/-17;xxx;A;9757643;5.04
A.!--5.366.240-3;Pablo Andrés Castro Marín;MASCULINO;1976-/-4-/-3;xxx;A;7839233;0.51
A.!--21.582.441-6;Rodrigo Ramón Quiroga Valenzuela;MASCULINO;1966-/-2-/-1;xxx;A;2533077;3.2
A.!--12.678.858-4;Ramón Juan Quiroga Castro;MASCULINO;1961-/-7-/-3;xxx;A;3119719;3.37
A.!--7.080.605-0;;FEMENINO;1977-/-3-/-30;xxx;D;1447591;0.25
A.!--9.461.069-6;Andrea Andrea Vergara Saavedra;FEMENINO;1986-/-7-/-15;xxx;A;7299527;3.38
A.!--9.250.251-6;Paula Andrea Ruiz Rodríguez;FEMENINO;1968-/-12-/-4;xxx;A;8955536;1.77
A.!--17.830.841-9;Andrea Andrea Rodríguez Castro;FEMENINO;1985-/-8-/-30;xxx;C;8885540;2.83
A.!--20.452.287-8;Pedro Ignacio Muñoz Vergara;MASCULINO;1965-/-8-/-30;xxx;E;9069087;6.61
A.!--12.868.496-2;Daniela Valeria Vergara Rojas;FEMENINO;1961-/-2-/-6;xxx;E;1619255;4.51
A.!--21.141.200-5;Blanca Victoria López López;FEMENINO;1991-/-3-/-6;xxx;A;6900087;4.89
A.!--6.342.093-7;Pedro Alejandro Rodríguez Rodríguez;MASCULINO;1961-/-9-/-12;xxx;D;2574847;4.68
A.!--21.702.134-1;Andrés Javier Robles González;MASCULINO;1981-/-10-/-10;xxx;C;4337066;2.93
A.!--14.908.846-0;Isabel Constanza Díaz Vergara;FEMENINO;1971-/-10-/-26;xxx;C;6841500;4.14
